state,state,period,combined-heat-and-pwr-comm,combined-heat-and-pwr-elect,combined-heat-and-pwr-indust,direct-use,elect-pwr-sector-gen-subtotal,electric-utilities,energy-only-providers,estimated-losses,facility-direct,full-service-providers,independent-power-producers,indust-and-comm-gen-subtotal,net-interstate-trade,net-trade-index,total-disposition,total-elect-indust,total-international-exports,total-international-imports,total-net-generation,total-supply,unaccounted
NC,NC,2001-01-01,95303,3343443,3439648,3954232.0,113960902,109807278,0,9308319,0.0,119026943,810181,3534951,-14235130,0.89,117495853,119026943,0.0,0.0,117495853,117495853,3391767
NC,NC,2000-01-01,128542,3287468,3731876,3681185.0,118413938,114433191,0,9322749,0.0,119855456,693280,3860418,-12099876,0.91,122274356,119855456,0.0,0.0,122274356,122274356,124927946
NC,NC,1999-01-01,107359,2834663,4058828,3990375.0,113191429,109882388,0,9023182,0.0,115015125,474377,4166187,-11962882,0.91,117357616,115015125,0.0,0.0,117357616,117357616,120178310
NC,NC,1998-01-01,118786,3024234,4656616,4567766.0,116603424,113112235,0,8077572,0.0,113596306,466955,4775401,-5506688,0.96,121378825,113596306,0.0,0.0,121378825,121378825,118689777
NC,NC,1997-01-01,105194,1466920,4758042,4642792.0,110631455,107371092,0,8222039,0.0,109050025,1793443,4863236,-6730623,0.94,115494691,109050025,0.0,0.0,115494691,115494691,113889582
NC,NC,1996-01-01,147155,3247038,4379184,4665859.0,107671401,102786590,0,8406149,0.0,108296394,1637773,4526339,-9452105,0.92,112197740,108296394,0.0,0.0,112197740,112197740,113130733
NC,NC,1995-01-01,141480,3965192,4305299,4695917.0,101847879,96109819,0,7989173,0.0,104672756,1772868,4446778,-11531017,0.9,106294657,104672756,0.0,0.0,106294657,106294657,109727133
NC,NC,1994-01-01,56092,3543713,4598626,4955835.0,96173945,91454784,0,7580618,0.0,99789182,1175447,4654718,-11094368,0.9,100828662,99789182,0.0,0.0,100828662,100828662,104237667
NC,NC,1993-01-01,51229,3482248,2598189,3032691.0,92665027,88753614,0,7985562,0.0,99777554,429165,2649418,-17103687,0.85,95314445,99777554,0.0,0.0,95314445,95314445,104329760
NC,NC,1992-01-01,59515,3578912,2457532,2938325.0,87018205,83007307,0,7446497,0.0,94195331,431986,2517048,-16466046,0.84,89535253,94195331,0.0,0.0,89535253,89535253,98457669
NC,NC,1991-01-01,64605,3469805,1890241,2359108.0,87420437,83520063,0,7088502,0.0,92316483,430569,1954846,-14024193,0.86,89375284,92316483,0.0,0.0,89375284,89375284,96216298
NC,NC,1990-01-01,24465,2586515,2366018,3187450.0,82535286,79845217,0,6827139,0.0,89924487,103554,2390483,-15816964,0.84,84925769,89924487,0.0,0.0,84925769,84925769,93822483
ND,ND,2022-01-01,88,0,189623,200740.0,44211245,33585079,0,1373538,,25392877,10626166,189711,22359495,1.79,50583334,25392877,1302567.0,6182378.0,44400956,50583334,-45884
ND,ND,2021-01-01,772,0,165650,177450.0,42865956,33386251,0,1075629,,22863107,9479705,166422,19900886,1.76,46014903,22863107,1851812.0,2982525.0,43032378,46014903,146020
ND,ND,2020-01-01,426,0,154223,165889.0,42021775,33528976,0,1215218,,21819452,8492799,154649,26984346,2.14,50610956,21819452,458829.0,8434532.0,42176424,50610956,-32778
ND,ND,2019-01-01,78,0,59840,202827.0,41087406,34191419,0,1169027,,21559255,6895987,59918,18522194,1.77,42457693,21559255,950567.0,1310369.0,41147324,42457693,53824
ND,ND,2018-01-01,2921,0,62356,182019.0,42550044,35946425,0,1066085,,20669506,6603619,65277,21582410,1.97,43778973,20669506,149736.0,1163652.0,42615321,43778973,129218
ND,ND,2017-01-01,34,0,160339,174685.0,41344701,34636836,0,1095608,,20140426,6707865,160373,22089089,2.02,43664730,20140426,24563.0,2159656.0,41505074,43664730,140359
ND,ND,2016-01-01,13,0,174551,191784.0,37681888,33415076,0,966589,,18520188,4266812,174564,20014085,2.0,39932316,18520188,9864.0,2075864.0,37856452,39932316,229806
ND,ND,2015-01-01,17,0,167243,183842.0,36989352,33105902,0,904374,,18128948,3883450,167260,19638817,2.01,39174250,18128948,35718.0,2017638.0,37156612,39174250,282551
ND,ND,2014-01-01,109,0,124324,170528.0,36338075,32088446,0,949742,,18239732,4249629,124433,18577535,1.94,38331186,18239732,157814.0,1868678.0,36462508,38331186,235835
ND,ND,2013-01-01,56,0,165354,181386.0,34856263,31044374,0,861285,,16032967,3811889,165410,19537633,2.12,36982623,16032967,127490.0,1960950.0,35021673,36982623,241862
ND,ND,2012-01-01,54,0,122783,166297.0,36002322,31983457,0,796981,,14716956,4018865,122837,21534011,2.33,37682626,14716956,216715.0,1557467.0,36125159,37682626,251665
ND,ND,2011-01-01,28,0,169113,181394.0,34910759,30794746,0,848860,,13737016,4116013,169141,21517279,2.41,36752355,13737016,380781.0,1672455.0,35079900,36752355,87025
ND,ND,2010-01-01,46,0,179534,192272.0,34559962,31343796,0,800409,,12956263,3216166,179580,21796539,2.5,36337040,12956263,477869.0,1597498.0,34739542,36337040,113688
ND,ND,2009-01-01,85,0,195922,208738.0,34000459,31375152,0,805176,,12648580,2625307,196008,21159930,2.47,35545958,12648580,609514.0,1349491.0,34196467,35545958,114020
ND,ND,2008-01-01,286,0,194932,207865.0,32539361,30852784,0,790910,0.0,12416074,1686577,195218,19965252,2.41,34148242,12416074,605996.0,1413663.0,32734579,34148242,162145
ND,ND,2007-01-01,295,0,207455,213650.0,31016355,30402807,0,753541,0.0,11905695,613548,207750,19490976,2.46,32881382,11905695,327772.0,1657277.0,31224105,32881382,189749
ND,ND,2006-01-01,0,0,189480,195339.0,30691657,30328375,0,729129,0.0,11245238,363282,189480,19125175,2.39,32888868,11245238,1251350.0,2007731.0,30881137,32888868,537781
ND,ND,2005-01-01,0,0,204753,211673.0,31727862,31512768,0,724499,0.0,10839990,215094,204753,21553211,2.72,34094497,10839990,459499.0,2161882.0,31932615,34094497,517087
ND,ND,2004-01-01,0,0,200625,166732.0,29735481,29526814,0,770600,0.0,10516400,208667,200625,18233916,2.38,31449092,10516400,1408681.0,1512986.0,29936106,31449092,519328
ND,ND,2003-01-01,0,0,195399,166558.0,31126730,31075012,0,768140,0.0,10461108,51718,195399,19261086,2.45,32572957,10461108,1664421.0,1250828.0,31322129,32572957,418035
ND,ND,2002-01-01,0,0,159091,164470.0,31147221,31147221,0,766550,0.0,10219353,0,159091,20106566,2.59,32719850,10219353,1238190.0,1413538.0,31306312,32719850,389027
ND,ND,2001-01-01,0,0,196339,160971.0,30135733,30135733,0,767157,0.0,9809757,0,196339,20045339,2.7,31842245,9809757,940294.0,1510173.0,30332072,31842245,279537
ND,ND,2000-01-01,0,0,188278,187697.0,31122917,31122917,0,732206,0.0,9413409,0,188278,21404253,2.89,32747551,9413409,789690.0,1436356.0,31311195,32747551,9811801
ND,ND,1999-01-01,0,0,157573,157573.0,31259830,31259830,0,714871,0.0,9112193,0,157573,21011911,2.98,31598555,9112193,341256.0,181152.0,31417403,31598555,9521248
ND,ND,1998-01-01,0,0,152974,152974.0,30518976,30518976,0,584532,0.0,8220384,0,152974,21289803,3.22,30895741,8220384,424064.0,223791.0,30671950,30895741,8588968
ND,ND,1997-01-01,0,0,132838,132838.0,29719764,29719764,0,624471,0.0,8282435,0,132838,20688015,3.19,30123067,8282435,152158.0,270465.0,29852602,30123067,8650008
ND,ND,1996-01-01,0,0,138778,138778.0,30769712,30769712,0,645359,0.0,8314159,0,138778,22436977,3.39,31835721,8314159,59628.0,927231.0,30908490,31835721,8685304
ND,ND,1995-01-01,0,0,162225,161975.0,28842021,28842021,0,601644,0.0,7882636,0,162225,20862305,3.34,29789637,7882636,54371.0,785391.0,29004246,29789637,8263272
ND,ND,1994-01-01,0,0,152111,145035.0,29003713,29003713,0,583479,0.0,7680764,0,152111,21512860,3.46,30251272,7680764,123948.0,1095448.0,29155824,30251272,8023159
ND,ND,1993-01-01,0,0,163587,150685.0,28499824,28499824,0,594807,0.0,7431958,0,163587,21357376,3.48,29963199,7431958,232400.0,1299788.0,28663411,29963199,7771033
ND,ND,1992-01-01,0,0,174574,159909.0,28592323,28592323,0,563525,0.0,7128380,0,174574,21420031,3.67,29449059,7128380,7275.0,682162.0,28766897,29449059,7450939
ND,ND,1991-01-01,0,0,144115,133953.0,27535034,27535034,0,557089,0.0,7255201,0,144115,19716068,3.4,27932692,7255201,90457.0,253543.0,27679149,27932692,7561689
ND,ND,1990-01-01,0,0,168771,154106.0,26824491,26824491,0,532497,0.0,7013850,0,168771,19156014,3.37,27243431,7013850,229869.0,250169.0,26993262,27243431,7317882
NE,NE,2022-01-01,18786,0,324603,447030.0,40349329,27761910,0,1830677,4135.0,33839970,12587419,343389,4632060,1.13,40692718,33844105,0.0,0.0,40692718,40692718,-61154
NE,NE,2021-01-01,17924,0,330511,441484.0,37562463,28007956,0,1521538,4262.0,32336908,9554507,348435,3400152,1.1,37910898,32341170,0.0,0.0,37910898,37910898,206554
NE,NE,2020-01-01,16024,0,239200,333713.0,36593457,27756592,0,1736076,2595.0,31168941,8836865,255224,3654184,1.11,36848681,31171536,0.0,0.0,36848681,36848681,-46828
NE,NE,2019-01-01,17520,0,347563,458187.0,36932532,30018492,0,1647495,2913.0,30380277,6914040,365083,4732891,1.15,37297615,30383190,0.0,0.0,37297615,37297615,75853
NE,NE,2018-01-01,18229,0,373842,492206.0,36574145,31166766,0,1595786,2631.0,30936861,5407379,392071,3709745,1.11,36978442,30939492,47791.0,12226.0,36966216,36978442,193422
NE,NE,2017-01-01,18741,0,360411,448865.0,35027830,30094518,0,1651482,2787.0,30356220,4933312,379152,2740593,1.08,35412333,30359007,813.0,5351.0,35406982,35412333,211572
NE,NE,2016-01-01,19230,0,347425,450263.0,36158214,32547740,0,1576137,2508.3,30199354,3610474,366655,3924387,1.12,36524881,30199354,14.0,12.0,36524869,36524881,374726
NE,NE,2015-01-01,16923,0,381424,481211.0,39485044,36522242,0,1471381,2229.6,29495073,2962802,398347,7976027,1.25,39883391,29495073,0.0,0.0,39883391,39883391,459699
NE,NE,2014-01-01,17441,0,342283,445478.0,39071567,36560960,0,1573666,1950.9,30222168,2510607,359724,6799000,1.21,39432151,30222168,1074.0,860.0,39431291,39432151,390764
NE,NE,2013-01-01,18271,0,332978,431743.0,36753379,35170167,0,1649225,1672.2,30700605,1583212,351249,3859928,1.12,37104628,30700605,0.0,0.0,37104628,37104628,463127
NE,NE,2012-01-01,17741,0,344599,441919.0,33854952,32782885,0,1669455,1393.5,30827939,1072067,362340,750811,1.02,34217292,30827939,0.0,0.0,34217292,34217292,527169
NE,NE,2011-01-01,17114,0,278358,373667.0,35799579,34977559,0,1833793,1114.8000000000002,29676084,822020,295472,4023507,1.13,36095051,29676084,0.0,0.0,36095051,36095051,188000
NE,NE,2010-01-01,12542,5820,160448,227081.0,36457016,36242921,0,1844033,836.1000000000001,29849460,208275,172990,4447510,1.14,36630006,29849460,0.0,0.0,36630006,36630006,261922
NE,NE,2009-01-01,14414,4720,42034,61168.0,33945444,33776062,0,1811193,557.4000000000001,28452194,164662,56448,3420843,1.11,34001892,28452194,13.0,0.0,34001892,34001892,256481
NE,NE,2008-01-01,12924,4873,49,17848.0,32360549,32355676,0,1835913,278.7000000000003,28821021,0,12973,1322466,1.04,32373779,28821021,149.0,257.0,32373522,32373779,376383
NE,NE,2007-01-01,16827,4521,18062,45500.0,32407810,32403289,0,1787911,0.0,28248400,0,34889,1919826,1.06,32452461,28248400,611.0,9762.0,32442699,32452461,450213
NE,NE,2006-01-01,16744,4485,49693,72863.0,31603531,31599046,0,1768564,0.0,27276292,0,66437,1319329,1.04,31669979,27276292,1288.0,10.0,31669969,31669979,1304433
NE,NE,2005-01-01,19219,8291,45581,75065.0,31399934,31391643,0,1802957,0.0,26975944,0,64800,1394819,1.05,31465040,26975944,4443.0,306.0,31464734,31465040,1286801
NE,NE,2004-01-01,22451,6,42125,72112.0,31944133,31944127,0,1896085,0.0,25875930,0,64576,2956224,1.1,32008709,25875930,2575.0,0.0,32008709,32008709,1277824
NE,NE,2003-01-01,20458,21444,46203,72037.0,30389323,30367879,0,1898599,0.0,25856566,0,66661,1669897,1.06,30458386,25856566,0.0,2402.0,30455984,30458386,1033252
NE,NE,2002-01-01,16663,7500,44104,71133.0,31557726,31550226,0,1924827,0.0,25661061,0,60767,3055679,1.11,31618493,25661061,0.0,0.0,31618493,31618493,976856
NE,NE,2001-01-01,17002,8289,48254,69620.0,30419958,30411669,0,1933396,0.0,24722640,0,65256,3124617,1.11,30485214,24722640,0.0,0.0,30485214,30485214,704491
NE,NE,2000-01-01,18649,7470,38006,64125.0,29053209,29045739,0,1893960,0.0,24349189,0,56655,1811802,1.07,29109864,24349189,0.0,0.0,29109864,29109864,25379689
NE,NE,1999-01-01,18289,8733,47762,74784.0,29989700,29980967,0,1789494,0.0,22810012,0,66051,4367738,1.17,30082480,22810012,68382.0,26729.0,30055751,30082480,23833981
NE,NE,1998-01-01,20573,8400,47610,76582.0,28728609,28720209,0,1645781,0.0,23144897,0,68183,2896873,1.11,28826393,23144897,77840.0,29602.0,28796791,28826393,24182678
NE,NE,1997-01-01,9986,8395,42855,61236.0,28396425,28388030,0,1702639,0.0,22582344,0,52841,3140065,1.12,28449874,22582344,0.0,608.0,28449266,28449874,23584526
NE,NE,1996-01-01,0,0,28412,28412.0,27322697,27322697,0,1668669,0.0,21497464,0,28412,3203809,1.13,27351109,21497464,0.0,0.0,27351109,27351109,22457105
NE,NE,1995-01-01,0,0,25023,25023.0,25279277,25279277,0,1594623,0.0,20892479,0,25023,1787436,1.08,25304300,20892479,0.0,0.0,25304300,25304300,21901323
NE,NE,1994-01-01,0,0,37606,37606.0,21945525,21945525,0,1509690,0.0,19873148,0,37606,-305543,0.99,21983131,19873148,0.0,0.0,21983131,21983131,20759072
NE,NE,1993-01-01,0,0,36570,36570.0,22724286,22724286,0,1500554,0.0,18749041,0,36570,1637078,1.08,22760856,18749041,0.0,0.0,22760856,22760856,19604438
NE,NE,1992-01-01,0,0,38251,38251.0,22387247,22387247,0,1405918,0.0,17784329,0,38251,2412686,1.12,22425498,17784329,0.0,0.0,22425498,22425498,18589071
NE,NE,1991-01-01,0,0,28413,28413.0,22971934,22971934,0,1428596,0.0,18605192,0,28413,2161970,1.1,23000347,18605192,0.0,0.0,23000347,23000347,19391148
NE,NE,1990-01-01,0,0,2910,2910.0,21630677,21630677,0,1356572,0.0,17868252,0,2910,1616352,1.08,21633587,17868252,0.0,0.0,21633587,21633587,18642792
NH,NH,2022-01-01,66152,0,28070,95061.0,18670171,11140,4964194,585169,,5853936,18659031,94222,7285582,1.63,18764393,10818130,0.0,0.0,18764393,18764393,-19548
NH,NH,2021-01-01,64794,0,29005,100647.0,17099455,11633,5094365,511267,,5772903,17087822,93799,5644666,1.49,17193254,10867268,0.0,0.0,17193254,17193254,69406
NH,NH,2020-01-01,59375,0,27560,91163.0,16263643,499085,5128554,595568,,5564975,15764558,86935,4986382,1.44,16350578,10693529,0.0,0.0,16350578,16350578,-16064
NH,NH,2019-01-01,64329,0,29838,94461.0,17932428,934967,5430489,580828,,5281168,16997461,94167,6612907,1.58,18026595,10711657,0.0,0.0,18026595,18026595,26742
NH,NH,2018-01-01,68746,0,30906,113833.0,16987504,1416634,5716926,569741,,5329358,15570870,99652,5491419,1.47,17290336,11046284,2.0,203180.0,17087156,17290336,69057
NH,NH,2017-01-01,69632,0,29533,105111.0,17347676,974874,5676229,586810,,5111032,16372802,99165,6030863,1.52,17585222,10787261,0.0,138381.0,17446841,17585222,75177
NH,NH,2016-01-01,74419,0,32726,110141.0,19175348,1061931,5525410,569141,,5379546,18113417,107145,7768837,1.66,19488391,10904956,2.0,205898.0,19282493,19488391,135313
NH,NH,2015-01-01,73165,0,31529,121466.0,19911200,1694535,5048346,548700,,5950803,18216665,104694,8408559,1.71,20249302,10999149,0.0,233409.0,20015893,20249302,171428
NH,NH,2014-01-01,69295,0,30927,117752.0,19438173,2085585,5008905,569858,,5935176,17352588,100222,8015315,1.68,19788604,10944081,94.0,250209.0,19538395,19788604,141504
NH,NH,2013-01-01,70131,0,30019,121277.0,19678370,2266903,5106382,593241,4.0,5936890,17411467,100150,8070459,1.68,19995025,11043276,182.0,216505.0,19778520,19995025,166591
NH,NH,2012-01-01,48640,0,28963,95495.0,19144716,2016722,4089459,588668,0.0,6780802,17127994,77603,7482010,1.64,19222319,10870261,0.0,0.0,19222319,19222319,185885
NH,NH,2011-01-01,19946,0,31464,46857.0,20014531,2994495,3506886,671611,4074.0,7357647,17020036,51410,9263802,1.79,20920603,10868607,873.0,854662.0,20065941,20920603,68853
NH,NH,2010-01-01,19560,0,33696,66936.0,22142656,3979333,3177136,672764,5667.0,7707271,18163323,53256,11108822,1.94,22894236,10890074,60082.0,698324.0,22195912,22894236,95558
NH,NH,2009-01-01,26590,0,34912,82821.0,20102620,3788395,1880791,681039,11326.0,8806376,16314225,61502,9636055,1.83,21265985,10698493,71136.0,1101863.0,20164122,21265985,96441
NH,NH,2008-01-01,17841,0,39972,51157.0,22819179,4348148,871285,699259,5504.0,10100500,18471030,57813,11870290,1.99,23815780,10977289,74429.0,938788.0,22876992,23815780,143356
NH,NH,2007-01-01,28472,0,123971,117235.0,23124728,4887753,1403768,711145,11749.0,9820339,18236975,152443,11653443,1.94,24070977,11235856,174225.0,793806.0,23277171,24070977,179073
NH,NH,2006-01-01,25164,0,166691,124832.0,21871840,4574520,1045521,719345,3819.0,10045003,17297320,191855,10196532,1.82,22646902,11094343,105993.0,583207.0,22063695,22646902,530564
NH,NH,2005-01-01,29975,0,363648,216095.0,24076390,5638000,122674,751543,11155.0,11110799,18438390,393624,12438381,1.99,25046297,11244628,75140.0,576284.0,24470013,25046297,536389
NH,NH,2004-01-01,33358,0,358312,456052.0,23484117,6169110,109875,804080,15300.0,10848134,17315007,391670,11979973,1.97,24327922,10973309,28212.0,452135.0,23875787,24327922,541892
NH,NH,2003-01-01,33614,0,318032,455577.0,21245460,6231573,148266,805693,156291.0,10667985,15013888,351646,9526816,1.78,21797433,10972542,53453.0,200326.0,21597107,21797433,438473
NH,NH,2002-01-01,30027,19609,241827,449865.0,15681224,12276456,170093,778854,0.0,10213294,3385159,271854,4720765,1.41,16278727,10383387,0.0,325649.0,15953078,16278727,395271
NH,NH,2001-01-01,30532,79606,295373,440294.0,14748724,13095085,1184,806712,0.0,10314367,1574033,325905,4423651,1.39,15840304,10315551,0.0,765675.0,15074629,15840304,293950
NH,NH,2000-01-01,29685,85942,353635,442426.0,14648177,12701500,183028,790193,0.0,9975875,1860735,383320,5226959,1.44,16978676,10158903,362070.0,1947179.0,15031497,16978676,10588852
NH,NH,1999-01-01,27870,94192,373357,461225.0,15788020,13875659,165209,775741,0.0,9722869,1818169,401226,7005536,1.63,18123617,9888078,21.0,1934370.0,16189247,18123617,10331969
NH,NH,1998-01-01,26113,92418,372321,459167.0,15690418,14237580,49467,661528,0.0,9253715,1360420,398434,7456564,1.72,17854423,9303182,6239.0,1765571.0,16088852,17854423,9720329
NH,NH,1997-01-01,25413,74823,351230,441219.0,15503579,14264333,85939,691177,0.0,9081230,1164424,376643,7304780,1.71,17579566,9167169,0.0,1699344.0,15880222,17579566,9574002
NH,NH,1996-01-01,24678,84704,355420,444565.0,16683552,15418562,18356,709912,0.0,9127434,1180286,380099,8115378,1.79,18388937,9145790,0.0,1325287.0,17063650,18388937,9554057
NH,NH,1995-01-01,24869,84886,289828,397428.0,15119683,13936033,0,687489,0.0,9007360,1098764,314696,6571343,1.65,16710539,9007360,0.0,1276159.0,15434380,16710539,9442302
NH,NH,1994-01-01,22511,68381,353934,419655.0,13086053,11888117,0,680371,0.0,8956221,1129555,376445,4596569,1.46,14641794,8956221,0.0,1179296.0,13462498,14641794,9355478
NH,NH,1993-01-01,15934,83396,341520,409591.0,15885306,14586006,0,701172,0.0,8760969,1215904,357454,7447499,1.75,17318518,8760969,0.0,1075758.0,16242760,17318518,9160677
NH,NH,1992-01-01,12814,86735,357499,416482.0,14746940,13451183,0,707872,0.0,8954313,1209022,370313,5942837,1.59,16019572,8954313,0.0,902319.0,15117253,16019572,9359493
NH,NH,1991-01-01,12887,90402,244603,148767.0,13963852,12705147,0,672771,0.0,8761774,1168303,257490,4944918,1.5,14758502,8761774,0.0,537160.0,14221342,14758502,9131902
NH,NH,1990-01-01,28299,93077,338481,425030.0,12038416,10810155,0,681739,0.0,8979614,1135184,366779,2381904,1.24,12441901,8979614,0.0,36705.0,12405196,12441901,9368853
NJ,NJ,2022-01-01,1128761,6083449,511020,1518703.0,63420855,246416,28813483,4026717,675961.0,44953291,57090990,1639781,-14793004,0.81,65060636,74442735,0.0,0.0,65060636,65060636,-134514
NJ,NJ,2021-01-01,626848,6951547,468268,1063586.0,60338676,212175,30632783,3437708,686731.0,41750952,53174954,1095115,-16604649,0.79,61433792,73070466,0.0,0.0,61433792,61433792,466680
NJ,NJ,2020-01-01,611816,6374761,717315,1421560.0,59777328,83719,31400560,4009888,599782.0,39997879,53318848,1329131,-16215051,0.79,61106458,71998221,0.0,0.0,61106458,61106458,-108159
NJ,NJ,2019-01-01,703866,6793313,780387,1743747.0,69534521,144701,33473114,4008051,575748.0,39867842,62596507,1484253,-8834264,0.89,71018774,73916704,0.0,0.0,71018774,71018774,184536
NJ,NJ,2018-01-01,601790,6977606,704458,1503967.0,73727351,125350,35597868,3920766,469951.0,39948943,66624395,1306249,-6860796,0.92,75056481,76016762,555.0,22881.0,75033600,75056481,475227
NJ,NJ,2017-01-01,673561,6570358,739515,1603153.0,74231437,129714,35854940,3991917,499500.0,37028500,67531365,1413076,-3844144,0.95,75645295,73382940,22.0,782.0,75644513,75645295,511406
NJ,NJ,2016-01-01,642275,6754728,689494,1523355.0,76279634,151056,36148369,3933087,474309.0,38736693,69373850,1331769,-3997138,0.95,77754228,75359371,463.0,142825.0,77611403,77754228,935090
NJ,NJ,2015-01-01,655729,6507480,705544,1521535.0,73247586,-24188,35809014,3765849,316806.0,39363803,66764294,1361274,-7113050,0.91,74843045,75489623,2536.0,234185.0,74608860,74843045,1176552
NJ,NJ,2014-01-01,603189,7405235,690753,941245.0,66757144,-117003,37295053,3846202,272626.0,36298399,59468913,1293942,-11324341,0.86,68285505,73866078,1253.0,234419.0,68051086,68285505,955067
NJ,NJ,2013-01-01,562017,7435593,793083,1384856.0,63395841,-122674,38590917,4009763,250648.0,35800834,56082922,1355101,-16051643,0.8,65112247,74642399,871.0,361305.0,64750942,65112247,1126001
NJ,NJ,2012-01-01,534209,7407485,774084,1182238.0,63955115,-88066,37356364,4064412,167423.0,37529127,56635697,1308293,-16319588,0.8,65263408,75052914,0.0,0.0,65263408,65263408,1283432
NJ,NJ,2011-01-01,508978,7529823,810988,1139952.0,63374130,-173470,34184326,4749444,153186.0,42522250,56017778,1319966,-18295403,0.78,64940666,76859762,0.0,246570.0,64694096,64940666,486911
NJ,NJ,2010-01-01,401517,8040567,740483,963418.0,64540493,-186385,28697392,4891528,170174.0,50311861,56686311,1142000,-19912379,0.77,65816775,79179427,0.0,134281.0,65682494,65816775,694781
NJ,NJ,2009-01-01,385107,8716570,714602,1265628.0,60711530,-186672,21436132,4823950,163366.0,54180355,52181631,1099709,-20741307,0.75,61811239,75779853,0.0,0.0,61811239,61811239,683114
NJ,NJ,2008-01-01,87597,10739832,761694,1312019.0,62825499,-206308,16949938,5129134,1429965.0,62139640,52291974,849291,-24337437,0.72,63674789,80519543,0.0,0.0,63674789,63674789,1051529
NJ,NJ,2007-01-01,80637,10652566,689974,940962.0,61900634,-191300,16176341,5185827,1278918.0,64479075,51439368,770611,-26695717,0.7,62671245,81934334,0.0,0.0,62671245,62671245,1305839
NJ,NJ,2006-01-01,115191,9999001,820180,2209981.0,59764768,1042511,15567916,5166423,1124884.0,62988147,48723256,935371,-27960020,0.68,60700139,79680947,0.0,0.0,60700139,60700139,3810579
NJ,NJ,2005-01-01,70301,11364634,1057484,2643267.0,59421798,1248594,16553409,5473634,1183598.0,64159806,46808569,1127785,-30730133,0.66,60549583,81896813,0.0,0.0,60549583,60549583,3906625
NJ,NJ,2004-01-01,105538,10704736,1253726,2406897.0,54523077,1648908,18573596,5685717,251560.0,58768011,42169433,1359265,-31231110,0.64,55882342,77593167,400.0,0.0,55882342,55882342,3831761
NJ,NJ,2003-01-01,132687,12777285,1350960,2404390.0,55915704,1910115,6714348,5608625,1109784.0,68558380,41228304,1483647,-27646504,0.67,57399351,76382512,0.0,0.0,57399351,57399351,3052314
NJ,NJ,2002-01-01,118968,13693151,2264707,2374241.0,59185712,1569056,1234575,5656015,801234.0,73368045,43923506,2383675,-22363302,0.73,61569387,75403854,0.0,0.0,61569387,61569387,2870446
NJ,NJ,2001-01-01,172141,13417690,3104437,2323728.0,56144676,1630319,3041526,5722725,0.0,70135864,41096668,3276578,-21566433,0.73,59421254,73177390,0.0,0.0,59421254,59421254,2085247
NJ,NJ,2000-01-01,160998,14103680,2888915,2389390.0,55035303,25254292,7158304,5443050,0.0,62818825,15677331,3049913,-20368881,0.74,58085216,69977129,0.0,0.0,58085216,58085216,72938681
NJ,NJ,1999-01-01,160361,13524590,3021560,2434464.0,53621500,38867608,121473,5546812,0.0,70581680,1229302,3181921,-22693636,0.71,56803421,70703153,0.0,0.0,56803421,56803421,73877107
NJ,NJ,1998-01-01,158334,13598422,3052189,2368657.0,50647109,35911086,0,4846808,0.0,68161512,1137601,3210523,-22277464,0.71,53857632,68161512,0.0,0.0,53857632,53857632,71217757
NJ,NJ,1997-01-01,152529,13369898,2916647,3151875.0,38687084,23761443,0,4969792,0.0,65915034,1555742,3069176,-32122885,0.57,41756260,65915034,0.0,0.0,41756260,41756260,68840286
NJ,NJ,1996-01-01,148847,13156286,2920864,2365275.0,34646871,19790697,0,5192071,0.0,66889430,1699888,3069711,-37420112,0.5,37716583,66889430,0.0,0.0,37716583,37716583,69875369
NJ,NJ,1995-01-01,145955,13590669,2839999,2234797.0,42112704,27087559,0,5094999,0.0,66753785,1434476,2985954,-30042484,0.6,45098658,66753785,0.0,0.0,45098658,45098658,69977155
NJ,NJ,1994-01-01,142083,12108422,2844870,2111202.0,45448389,31931596,0,5033346,0.0,66257593,1408371,2986953,-25877650,0.65,48435342,66257593,0.0,0.0,48435342,48435342,69211278
NJ,NJ,1993-01-01,118053,9975388,2867872,1635068.0,45358958,34284622,0,5251860,0.0,65620646,1098948,2985925,-25588733,0.65,48344883,65620646,0.0,0.0,48344883,48344883,68614499
NJ,NJ,1992-01-01,102215,8384116,2770851,1517249.0,40790944,31166593,0,4990061,0.0,63122357,1240235,2873067,-27369337,0.61,43664010,63122357,0.0,0.0,43664010,43664010,65978647
NJ,NJ,1991-01-01,73891,3823827,1883350,1191437.0,41569224,37028965,0,4966636,0.0,64682551,716432,1957240,-28921046,0.6,43526465,64682551,0.0,0.0,43526465,43526465,67415000
NJ,NJ,1990-01-01,77749,2201872,948060,1094341.0,38943024,36488596,0,4772130,0.0,62856687,252556,1025809,-30448612,0.57,39968833,62856687,0.0,0.0,39968833,39968833,65581364
NM,NM,2022-01-01,113058,18008,18869,155868.0,40757109,23940008,0,1468917,15008.0,27141170,16799092,131927,12157142,1.42,40889036,27156178,0.0,0.0,40889036,40889036,-49070
NM,NM,2021-01-01,134472,20251,47907,211769.0,35009986,21859465,0,1194686,16108.0,25377635,13130270,182379,8229984,1.31,35192365,25393743,0.0,0.0,35192365,35192365,162183
NM,NM,2020-01-01,121220,13205,17376,162685.0,33936988,21419307,0,1379945,17226.0,24759929,12504477,138596,7793020,1.3,34075584,24777155,0.0,0.0,34075584,34075584,-37222
NM,NM,2019-01-01,109059,29766,4383,152082.0,35061068,23574888,0,1349098,23179.0,24856955,11456414,113442,8731082,1.33,35174510,24880134,0.0,0.0,35174510,35174510,62114
