state,state,period,combined-heat-and-pwr-comm,combined-heat-and-pwr-elect,combined-heat-and-pwr-indust,direct-use,elect-pwr-sector-gen-subtotal,electric-utilities,energy-only-providers,estimated-losses,facility-direct,full-service-providers,independent-power-producers,indust-and-comm-gen-subtotal,net-interstate-trade,net-trade-index,total-disposition,total-elect-indust,total-international-exports,total-international-imports,total-net-generation,total-supply,unaccounted
NM,NM,2018-01-01,107093,34204,23730,184972.0,32542859,21112259,0,1240371,18974.0,24029637,11396396,130823,7052369,1.28,32677725,24048611,1060.0,4043.0,32673682,32677725,150342
NM,NM,2017-01-01,117169,34596,1086,171574.0,33479158,24595385,0,1251685,19235.0,22990349,8849177,118255,9011614,1.37,33604908,23009584,96.0,7495.0,33597413,33604908,160354
NM,NM,2016-01-01,119230,97533,1131,178609.0,32791684,25014486,0,1202459,21058.0,23018489,7679665,120361,8215765,1.33,32922817,23039547,553.0,10772.0,32912045,32922817,285884
NM,NM,2015-01-01,124121,278517,861,178662.0,32576416,25950771,0,1152037,19521.0,23074032,6347128,124982,7928105,1.32,32713640,23093553,1356.0,12242.0,32701398,32713640,359927
NM,NM,2014-01-01,112156,279544,29805,187120.0,32164249,26422867,0,1203608,21451.0,23093771,5461838,141961,7522875,1.3,32335431,23115222,7732.0,29221.0,32306210,32335431,298873
NM,NM,2013-01-01,89051,279474,2289,146089.0,35779625,29833095,0,1239045,2835.0,23062191,5667056,91340,11092099,1.45,35893475,23065026,3274.0,22510.0,35870965,35893475,347942
NM,NM,2012-01-01,81205,285260,309,129910.0,36554395,30704865,0,1255211,2362.5,23178568,5564270,81514,11696588,1.47,36666147,23178568,9508.0,30238.0,36635909,36666147,396362
NM,NM,2011-01-01,79797,279666,42952,156042.0,38058390,32291832,0,1423828,1890.0,23041665,5486892,122749,13441025,1.54,38225893,23041665,17363.0,44754.0,38181139,38225893,145970
NM,NM,2010-01-01,73479,417179,251,108664.0,36177812,30848406,0,1385573,1417.5,22428344,4912227,73730,12109242,1.5,36292799,22428344,64173.0,41257.0,36251542,36292799,196803
NM,NM,2009-01-01,70847,477229,317,123693.0,39603175,34245148,0,1378001,945.0,21647136,4880798,71164,16242146,1.69,39701512,21647136,115399.0,27173.0,39674339,39701512,195137
NM,NM,2008-01-01,51046,464384,229510,272224.0,36729281,33844547,0,1403838,472.5,22038108,2420350,280556,12928933,1.54,37048910,22038108,118004.0,39073.0,37009837,37048910,287802
NM,NM,2007-01-01,58415,472197,17600,82595.0,35909318,34033374,0,1409358,0.0,22267394,1403747,76015,11846427,1.49,36022169,22267394,61505.0,36836.0,35985333,36022169,354890
NM,NM,2006-01-01,49165,479405,35472,92839.0,37180988,35411074,0,1389818,0.0,21434957,1290509,84636,13381273,1.56,37296076,21434957,64851.0,30451.0,37265625,37296076,1025083
NM,NM,2005-01-01,51420,478727,238697,77971.0,34845525,33561875,0,1379420,0.0,20638951,804923,290117,12117239,1.52,35217965,20638951,97762.0,82323.0,35135642,35217965,984515
NM,NM,2004-01-01,41777,0,67165,445845.0,32831418,32242728,0,1454216,0.0,19845735,588690,108943,10716494,1.48,33019151,19845735,22224.0,78790.0,32940361,33019151,980036
NM,NM,2003-01-01,54590,504173,133423,445381.0,32547639,31770151,0,1419402,0.0,19330491,273315,188014,11235850,1.52,32758652,19330491,0.0,22999.0,32735653,32758652,772464
NM,NM,2002-01-01,55960,495910,143353,439796.0,30462394,29926241,0,1440704,0.0,19206917,40243,199313,9297795,1.43,30677017,19206917,0.0,15310.0,30661707,30677017,731162
NM,NM,2001-01-01,56677,493185,480618,430439.0,33074346,32210683,0,1464484,0.0,18726594,370478,537296,12886504,1.62,33611642,18726594,0.0,0.0,33611642,33611642,533629
NM,NM,2000-01-01,52420,519687,409690,533488.0,33559911,32855587,14520,1462378,0.0,18786156,184637,462110,12943982,1.61,34022051,18800676,0.0,30.0,34022021,34022051,19596357
NM,NM,1999-01-01,56984,524477,285915,387112.0,32178957,31654480,43800,1415378,0.0,17997502,0,342899,12236852,1.6,32521856,18041302,0.0,0.0,32521856,32521856,18851198
NM,NM,1998-01-01,55629,519633,320475,411715.0,31947965,31428332,0,1292249,0.0,18173120,0,376104,12025263,1.59,32324069,18173120,0.0,0.0,32324069,32324069,18987972
NM,NM,1997-01-01,59562,506997,327656,429478.0,31075139,30568142,0,1321554,0.0,17527949,0,387218,11817020,1.6,31462357,17527949,0.0,0.0,31462357,31462357,18305826
NM,NM,1996-01-01,51678,382239,362983,431388.0,29746628,29364389,0,1333028,0.0,17173393,0,414662,10870648,1.56,30161289,17173393,0.0,0.0,30161289,30161289,17940009
NM,NM,1995-01-01,21675,17215,360367,399257.0,29449118,29431903,0,1252921,0.0,16415546,0,382042,11353211,1.61,29831160,16415546,0.0,0.0,29831160,29831160,17208214
NM,NM,1994-01-01,20993,18111,333559,372663.0,30036122,30018011,0,1204734,0.0,15858794,0,354552,12603952,1.71,30390674,15858794,0.0,0.0,30390674,30390674,16565757
NM,NM,1993-01-01,19281,17169,343710,380159.0,28381537,28364368,0,1194653,0.0,14926879,0,362991,11926670,1.71,28744527,14926879,0.0,0.0,28744527,28744527,15607898
NM,NM,1992-01-01,24267,18890,318769,361926.0,27726403,27707513,0,1140863,0.0,14431480,0,343036,11829278,1.73,28069439,14431480,0.0,0.0,28069439,28069439,15084504
NM,NM,1991-01-01,24267,18890,169452,212609.0,25083503,25064613,0,1081432,0.0,14083944,0,193719,9502591,1.6,25277222,14083944,0.0,0.0,25277222,25277222,14678902
NM,NM,1990-01-01,24267,18890,285876,329033.0,28510061,28491171,0,1049283,0.0,13820760,0,310143,13336918,1.86,28820204,13820760,0.0,0.0,28820204,28820204,14419854
NV,NV,2022-01-01,109019,1964901,362767,111919.0,42120052,25717639,6316754,2126877,19697.0,32983556,14437512,471786,1104084,1.03,42591838,39320007,0.0,0.0,42591838,42591838,-71049
NV,NV,2021-01-01,614926,2183913,338697,109835.0,40800961,27233589,4753595,1836320,45409.0,34233038,11383459,953623,527100,1.01,41754584,39032042,0.0,0.0,41754584,41754584,249287
NV,NV,2020-01-01,572954,2187158,328527,106792.0,39523264,27245815,5069698,2129409,81297.0,33082904,10090291,901481,12082,1.0,40424745,38233899,0.0,0.0,40424745,40424745,-57437
NV,NV,2019-01-01,569354,2173161,312236,175107.0,39008070,27293001,4544790,2005329,109163.0,32328433,9541908,881590,634510,1.02,39889660,36982386,0.0,0.0,39889660,39889660,92328
NV,NV,2018-01-01,159414,2146536,332233,161998.0,39148594,27481530,4818105,1948617,108185.0,32853973,9520528,491647,-449198,0.99,39686561,37780263,8694.0,46320.0,39640241,39686561,236187
NV,NV,2017-01-01,126852,2153192,293789,147949.0,37780653,26835633,3855117,1994126,112601.0,32690068,8791828,420641,-808990,0.98,38246642,36657786,303.0,45348.0,38201294,38246642,255468
NV,NV,2016-01-01,126141,2207798,280397,153535.0,39380467,29476381,2640441,1886427,70325.0,33433864,7696288,406538,1199210,1.03,39832407,36144630,107.0,45402.0,39787005,39832407,448497
NV,NV,2015-01-01,114061,2203014,304750,112143.0,38627973,30496653,2305307,1796866,40053.0,33674330,5928306,418811,567267,1.01,39057355,36019690,0.0,10571.0,39046784,39057355,561389
NV,NV,2014-01-01,95465,2208897,240964,105014.0,35664108,27758728,2132911,1826385,31202.0,32911493,5696483,336429,-1420406,0.96,36040882,35075606,766.0,40345.0,36000537,36040882,453518
NV,NV,2013-01-01,98453,2153869,250560,231329.0,36094861,27888008,2018706,1891534,31758.0,33160751,6052984,349013,-1408028,0.96,36460568,35211215,3347.0,16694.0,36443874,36460568,531171
NV,NV,2012-01-01,92289,2147174,264369,82568.0,34816605,24186037,1613116,1905132,32159.0,33534643,8483394,356658,-2452907,0.94,35318554,35179918,2254.0,145291.0,35173263,35318554,601589
NV,NV,2011-01-01,92020,2167210,168989,74527.0,31674909,21672875,1466514,2095822,32449.0,32417516,7834824,261009,-4194868,0.88,32115806,33916479,8983.0,179888.0,31935918,32115806,214863
NV,NV,2010-01-01,62188,2156977,200879,84101.0,34883181,23710917,1423716,2086395,31617.0,32317262,9015287,263067,-1092557,0.97,35184494,33772595,37613.0,38246.0,35146248,35184494,296347
NV,NV,2009-01-01,0,2012703,204781,12870.0,37500352,26095005,1479099,2182409,32000.0,32772555,9392644,204781,882511,1.02,37742336,34283654,71843.0,37203.0,37705133,37742336,309049
NV,NV,2008-01-01,0,1899936,338507,47320.0,34751467,22979409,1335965,2241779,32500.0,33824031,9872122,338507,-2815650,0.93,35192296,35192496,66761.0,102322.0,35089974,35192296,459590
NV,NV,2007-01-01,0,2256640,412459,15370.0,32257277,22376989,1298905,2255959,0.0,34344497,7623648,412459,-5512662,0.86,33013253,35643402,43112.0,343517.0,32669736,33013253,568071
NV,NV,2006-01-01,0,2281996,345365,893050.0,31514657,19686302,1256311,2242534,0.0,33329949,9546359,345365,-6533132,0.83,32017419,34586260,66846.0,157397.0,31860022,32017419,1654018
NV,NV,2005-01-01,0,2146195,0,587269.0,40213752,24112225,174816,2172204,0.0,32325814,13955332,0,4235393,1.12,40501873,32500630,42720.0,288121.0,40213752,40501873,1550339
NV,NV,2004-01-01,0,2398924,0,232503.0,37667435,24246391,2,2294315,0.0,31310598,11022120,0,2704100,1.08,37870398,31310600,14948.0,202963.0,37667435,37870398,1546202
NV,NV,2003-01-01,0,3235738,0,232260.0,33194888,24634871,0,2212511,0.0,30131660,5324279,0,-132708,1.0,33415784,30131660,0.0,220896.0,33194888,33415784,1204088
NV,NV,2002-01-01,0,2427697,0,229348.0,32088935,25008568,0,2190602,0.0,29204272,4652670,0,-333153,0.99,32173687,29204272,0.0,84752.0,32088935,32173687,1111737
NV,NV,2001-01-01,0,2445321,0,224469.0,33875970,27896065,0,2202780,0.0,28167293,3534584,0,2703023,1.09,33875970,28167293,0.0,0.0,33875970,33875970,802649
NV,NV,2000-01-01,0,2452624,0,202873.0,35484916,29341675,0,2161728,0.0,27791691,3690617,0,4327311,1.14,35484916,27791691,0.0,0.0,35484916,35484916,28967881
NV,NV,1999-01-01,0,2334811,0,244027.0,30532130,26485602,0,2059628,0.0,26253307,1711717,0,1014149,1.03,30532130,26253307,0.0,0.0,30532130,30532130,27431856
NV,NV,1998-01-01,0,2311913,0,247885.0,30613520,26552567,0,1780329,0.0,25037075,1749040,0,2648205,1.09,30613520,25037075,0.0,0.0,30613520,30613520,26159700
NV,NV,1997-01-01,0,2330672,138,229913.0,27031385,22869773,0,1826046,0.0,24219096,1830941,138,-112896,1.0,27031524,24219096,0.0,0.0,27031524,27031524,25293924
NV,NV,1996-01-01,0,2456153,138,227065.0,25580270,21362057,0,1752234,0.0,22574029,1762060,138,223640,1.01,25580408,22574029,0.0,0.0,25580408,25580408,23581733
NV,NV,1995-01-01,0,2355808,138,213040.0,23963855,19997354,0,1576834,0.0,20659397,1610692,138,709299,1.03,23963993,20659397,0.0,0.0,23963993,23963993,21656988
NV,NV,1994-01-01,0,2433444,0,201650.0,24517727,20519076,0,1522082,0.0,20036271,1565207,0,2052793,1.09,24524577,20036271,0.0,6850.0,24517727,24524577,20929464
NV,NV,1993-01-01,0,2129856,0,197379.0,23502471,19820333,0,1480530,0.0,18498851,1552282,0,2661460,1.13,23503520,18498851,0.0,1049.0,23502471,23503520,19342834
NV,NV,1992-01-01,0,1203364,0,144569.0,23347543,20962974,0,1398955,0.0,17696252,1181205,0,3436069,1.17,23349870,17696252,0.0,2327.0,23347543,23349870,18497005
NV,NV,1991-01-01,0,144124,0,122803.0,22065204,20922439,0,1276579,0.0,16625419,998641,0,3452082,1.19,22073154,16625419,0.0,7950.0,22065204,22073154,17327744
NV,NV,1990-01-01,0,0,0,34836.0,20050686,19286260,0,1241448,0.0,16351894,764426,0,1734196,1.09,20052733,16351894,0.0,2047.0,20050686,20052733,17060702
NY,NY,2022-01-01,2267285,11606535,834224,2464796.0,122083855,34872095,64566390,7746467,923623.0,77720504,75605225,3101509,-15769756,0.9,138896092,143210517,1502842.0,13710729.0,125185363,138896092,-258774
NY,NY,2021-01-01,1058679,11591613,804724,2133416.0,123081533,36774858,65865164,6653491,812265.0,74746349,74715061,1863402,-12437962,0.92,140426119,141423778,1750163.0,15481184.0,124944935,140426119,903234
NY,NY,2020-01-01,1267467,10982119,819102,1992706.0,127343702,37232480,66321551,7819844,775949.0,73309132,79129103,2086569,-6586850,0.96,145427774,140406632,2006368.0,15997503.0,129430271,145427774,-210926
NY,NY,2019-01-01,1277868,11583412,842795,1719945.0,129482626,34925775,72500434,7895016,765904.0,72334007,82973439,2120663,-9575095,0.94,147889300,145600345,1885592.0,16286011.0,131603289,147889300,363497
NY,NY,2018-01-01,1311587,12817947,908000,1881954.0,130300913,35659945,76637894,7733030,755855.0,72536102,81823021,2219588,-12407177,0.92,148213143,149929851,138183.0,15692642.0,132520501,148213143,937302
NY,NY,2017-01-01,1309935,11414616,866593,1856584.0,125848858,34641717,75956559,7887361,752354.0,68283520,79792526,2176527,-11272633,0.93,144520778,144992433,46579.0,16495392.0,128025386,144520778,1010454
NY,NY,2016-01-01,1221560,14528049,962452,1934551.0,132192703,35094035,77372549,7714000,736505.0,69693984,82570619,2184012,-6963072,0.96,152409517,147803038,86999.0,18032802.0,134376715,152409517,1834001
NY,NY,2015-01-01,1236348,16289685,931700,1666049.0,136413637,34681959,78512623,7428654,584067.0,69816965,85441993,2168049,-4451627,0.97,156372663,148913655,495020.0,17790977.0,138581686,156372663,2320911
NY,NY,2014-01-01,1174321,15510730,950813,2100982.0,134952179,34082856,77495913,7673647,592861.0,69283139,85358593,2125133,-5871181,0.96,154210372,147371913,1029534.0,17133060.0,137077312,154210372,1905477
NY,NY,2013-01-01,1132339,15473146,938727,2106068.0,134045764,33860490,77091758,7944873,404503.0,70398866,84712127,2071066,-6065287,0.96,154824451,147895127,712633.0,18707621.0,136116830,154824451,2231038
NY,NY,2012-01-01,1061013,15601678,944593,1697019.0,133762638,34141686,71154545,7752825,327179.0,71680944,84019274,2005605,-2763261,0.98,152658253,143162668,360868.0,16890009.0,135768244,152658253,2448133
NY,NY,2011-01-01,732231,13755549,1005287,1652121.0,135742829,35935731,68259408,8901163,236390.0,75550811,86051550,1737518,-7579872,0.95,149569678,144046609,1637113.0,12089331.0,137480347,149569678,912544
NY,NY,2010-01-01,764937,11183162,1047082,1654901.0,135149635,34633335,65503804,8934521,232561.0,78887208,89333139,1812018,-12490415,0.92,146334974,144623573,2343356.0,9373320.0,136961654,146334974,1269038
NY,NY,2009-01-01,545600,8866160,1111183,1567327.0,131493767,35771414,62432480,8914229,275870.0,77326047,86856192,1656783,-8832194,0.94,144404952,140034397,1458858.0,11254402.0,133150550,144404952,1262334
NY,NY,2008-01-01,664040,10721630,1154340,1787417.0,138503720,38170043,62120469,9176243,296296.0,81636171,89612048,1818380,-3259341,0.98,156999708,144052936,3361222.0,16677608.0,140322100,156999708,1881231
NY,NY,2007-01-01,663182,12388247,1246102,1594871.0,143969403,40247883,61621768,9378522,256401.0,86299354,91333274,1909284,-4346118,0.97,160244589,148177523,3078192.0,14365902.0,145878687,160244589,2361599
NY,NY,2006-01-01,727099,11623555,1350932,1717878.0,140187401,41598844,55136108,9222552,844353.0,86257558,86965002,2078031,-6013583,0.96,154760858,142238019,2509908.0,12495426.0,142265432,154760858,6802244
NY,NY,2005-01-01,672305,14475137,1525111,3802866.0,144690003,39962653,56673120,10035224,237941.0,93236510,90252213,2197415,-13180888,0.92,157604523,150147571,3436504.0,10717104.0,146887419,157604523,7162309
NY,NY,2004-01-01,614409,13744027,1468441,4221296.0,135881943,40955819,48731118,10631007,370277.0,95980314,81182097,2082850,-19723083,0.88,147422804,145081709,4264422.0,9458010.0,137964794,147422804,7164528
NY,NY,2003-01-01,550988,15614581,1919689,4216899.0,135172638,41578894,43657193,10576933,291060.0,100096450,77979164,2470678,-17249636,0.9,147643066,144044703,4510693.0,9999750.0,137643316,147643066,5756156
NY,NY,2002-01-01,566636,17189102,2072701,4164024.0,136952350,43466278,23508144,11077073,235239.0,123931972,76296970,2639337,-13822539,0.92,153666965,147675355,3111262.0,14075278.0,139591687,153666965,5621650
NY,NY,2001-01-01,620978,20400848,2132653,4075432.0,141160906,58568850,18585611,11275434,0.0,125595149,62191208,2753631,-7891852,0.95,155759563,144180760,4082600.0,11845026.0,143914537,155759563,4108544
NY,NY,2000-01-01,619535,21188096,2327144,4328330.0,135132395,73187745,17518891,11047290,0.0,124507669,40756554,2946679,-12488371,0.92,148742437,142026560,1999799.0,10663363.0,138079074,148742437,148037365
NY,NY,1999-01-01,834146,21096791,2471286,4344332.0,142975431,97009440,9543250,10934472,0.0,129834391,24869200,3305432,-9454649,0.94,149450760,139377641,2192729.0,3169897.0,146280863,149450760,145634485
NY,NY,1998-01-01,1077433,21458712,3171069,3941806.0,140614749,115840453,3034117,9542336,0.0,131161408,3315584,4248502,-4203580,0.97,147363047,134195525,1673523.0,2499796.0,144863251,147363047,140212631
NY,NY,1997-01-01,1028686,25108845,3408527,3935702.0,136394434,108098599,7672,9948168,0.0,131936253,3186990,4437213,-5502267,0.96,143876339,131943925,1495074.0,3044692.0,140831647,143876339,137799485
NY,NY,1996-01-01,1082560,22950298,3859827,4051789.0,130789862,104360081,0,10209363,0.0,131527186,3479482,4942387,-4962556,0.97,143243049,131527186,462109.0,7510801.0,135732248,143243049,137398554
NY,NY,1995-01-01,1085393,23753739,4271291,3910979.0,128056598,101160796,0,9958208,0.0,130470717,3142062,5356684,-4551196,0.97,142415230,130470717,103028.0,9001949.0,133413281,142415230,136770809
NY,NY,1994-01-01,918095,13943072,4365640,3017654.0,120745835,103762902,0,9965003,0.0,131176571,3039861,5283734,-8312118,0.94,139001002,131176571,189651.0,12971432.0,126029570,139001002,137024271
NY,NY,1993-01-01,864267,9651716,4557654,3132421.0,118799112,106314502,0,10417995,0.0,130170179,2832894,5421920,-16892909,0.88,129989248,130170179,221849.0,5768216.0,124221032,129989248,136109011
NY,NY,1992-01-01,467797,6252400,4162803,3034147.0,121318323,112228796,0,10156014,0.0,128469688,2837127,4630601,-15568500,0.89,129479034,128469688,477073.0,3530110.0,125948924,129479034,134282944
NY,NY,1991-01-01,206733,2814631,3091062,2860781.0,131302705,126076830,0,9936795,0.0,129410967,2411244,3297795,-7289273,0.95,137859323,129410967,201721.0,3258823.0,134600500,137859323,134877808
NY,NY,1990-01-01,178098,1261582,2817727,2739047.0,132349867,128655291,0,9818414,0.0,129324439,2432994,2995825,-8822843,0.94,139148185,129324439,3090232.0,3802493.0,135345692,139148185,134930318
OH,OH,2022-01-01,248266,1752674,686593,1156734.0,134875601,15623103,92518184,8086662,195708.0,56785891,117499824,934859,-22662582,0.86,135810459,149499783,0.0,0.0,135810459,135810459,-270138
OH,OH,2021-01-01,252090,1859748,724223,1119571.0,124971694,14318078,103905721,6949605,200509.0,43611635,108793868,976313,-30782466,0.8,125948008,147717865,0.0,0.0,125948008,125948008,943432
OH,OH,2020-01-01,220491,1838902,749972,1181568.0,121567719,13713070,98357225,7942849,198436.0,44059538,106015747,970463,-28987190,0.81,122538182,142615199,0.0,0.0,122538182,122538182,-214244
OH,OH,2019-01-01,229861,860034,704117,1151108.0,120616144,14612530,102916799,8053436,220644.0,45384477,105143581,933979,-36547131,0.77,121550123,148521920,0.0,0.0,121550123,121550123,370791
OH,OH,2018-01-01,256457,856807,676160,1193347.0,127004671,19377024,106086381,7887005,207562.0,46621224,106770840,932617,-34933055,0.79,128019549,152915167,1119.0,82261.0,127937288,128019549,955965
OH,OH,2017-01-01,262599,822299,636138,1007138.0,119915666,24691080,101436179,7977194,179158.0,45028494,94402287,898737,-35818302,0.77,120831869,146643831,45.0,17466.0,120814403,120831869,1021962
OH,OH,2016-01-01,226533,783450,714515,1082558.0,118945018,27587588,101261754,7859862,183717.0,49152325,90573980,941048,-41520983,0.74,119887912,150597796,22.5,1846.0,119886066,119887912,1868679
OH,OH,2015-01-01,127981,925708,861964,1199485.0,122089349,25590075,97345496,7443598,165285.0,51702443,95573567,989945,-37102593,0.77,123079294,149213224,0.0,0.0,123079294,123079294,2325580
OH,OH,2014-01-01,107391,530457,873746,1181447.0,133521427,43316670,97177459,7845883,173868.0,53328386,89674300,981136,-27152727,0.83,134502563,150679713,0.0,0.0,134502563,134502563,1948246
OH,OH,2013-01-01,185803,538679,870578,1179645.0,136227809,88763825,93153631,8074439,173422.0,56979965,46925305,1056380,-24544335,0.85,137284189,150307018,0.0,0.0,137284189,137284189,2267422
OH,OH,2012-01-01,282651,529558,1317487,1454390.0,128145593,75183893,80423134,8256143,160952.0,71872778,52432142,1600138,-35028733,0.79,129745731,152456864,0.0,0.0,129745731,129745731,2607067
OH,OH,2011-01-01,172134,652498,961619,1269395.0,134452052,85006849,66348400,9562337,8.0,88397902,48792705,1133753,-30972564,0.81,135585804,154746310,0.0,0.0,135585804,135585804,980327
OH,OH,2010-01-01,0,651983,1025918,1128580.0,142572419,92198096,48815621,9522759,152811.0,105176986,49722340,1025918,-22551010,0.86,143598337,154145418,0.0,0.0,143598337,143598337,1352590
